0,1,2,3,4,5,6
1.0,1.0,6.0,0.0,8.0,10.0,1.0
2.0,3.0,168.0,21.0,1.0,0.0,1.0
1.0,1.0,10.0,8.0,1.0,0.0,0.0
1.0,1.0,177.0,170.0,1.0,0.0,0.0
3.0,3.0,279.0,251.0,6.0,5.0,0.0
5.0,6.0,25.0,25.0,5.0,518.0,1.0
3.0,15.0,224.0,177.0,1.0,351.0,1.0
2.0,2.0,24.0,7.0,1.0,0.0,0.0
2.618991564698588,3.856974694095765,31.856974694095765,2.1430253059042355,2.5240337412056477,199.2379831293972,1.0
3.0,3.0,14.0,8.0,1.0,0.0,0.0
7.407062987477793,23.221188962433377,955.2094173166372,840.2143619320304,5.0,424.5625666905267,1.0
1.2105905780864143,1.8423623123456572,117.58003982746904,57.57881884382717,1.8423623123456572,4.421181156172828,1.0
1.0,1.0,6.236420931133427,5.709262793400282,4.763579068866573,8.0,1.0
3.0,4.0,64.0,40.0,5.0,21.0,0.0
3.0,8.0,14.0,3.0,4.0,176.0,0.0
9.0,11.0,28.0,24.0,4.0,409.0,1.0
3.0,8.0,7.0,1.0,2.0,127.0,1.0
3.0,4.0,5.0,4.0,1.0,191.0,0.0
2.541530514172714,2.541530514172714,38.37540845748186,26.563112686222787,4.0,254.35382628543175,1.0
3.0,5.0,0.0,0.0,2.0,11.0,0.0
2.0,12.0,0.0,0.0,1.0,0.0,0.0
1.0,3.0,182.0,194.0,5.0,82.0,1.0
1.5609044347491716,2.1218088694983432,45.24361773899668,14.243617738996686,3.6827133042475135,5.9263310432442005,1.0
5.0,10.0,290.0,452.0,2.0,358.0,1.0
1.6044848301509846,4.022424150754924,25.813454490452955,27.186545509547045,6.417939320603939,53.39551516984901,1.0
2.0,2.0,59.0,12.0,1.0,0.0,0.0
1.0,1.0,115.0,0.0,1.0,0.0,0.0
1.0,1.0,1.0,1.0,5.0,403.0,0.0
1.5935733640397012,2.4839334100992527,55.3742934561588,38.3742934561588,3.109639953940448,56.56144018423821,1.0
1.0,1.0,7.1250361467835805,4.43748192660821,4.43748192660821,6.312445779824629,1.0
1.0,12.0,89.0,103.0,1.0,32.0,0.0
1.0,1.0,1.0,1.0,1.0,58.0,0.0
2.0,2.0,6.0,4.0,4.0,19.0,1.0
1.4683301859338136,3.0,29.65834907033093,50.341650929669065,3.126679256264746,7.278311301536695,1.0
2.0,5.0,134.0,12.0,1.0,11.0,1.0
2.0,3.0,14.0,11.0,1.0,0.0,0.0
1.0,1.0,23.0,0.0,1.0,0.0,0.0
4.0,5.0,30.0,0.0,1.0,1.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.0,1.0,0.0,1.0,4.0,2.0,0.0
3.0,5.0,104.0,133.0,5.0,15.0,0.0
4.479070063103351,8.958140126206702,61.16743949517319,42.39535031551676,2.958140126206702,259.26977069413687,1.0
1.0,1.0,1.0,2.0,1.0,0.0,0.0
2.0,2.0,5.0,4.0,1.0,0.0,1.0
3.0,3.0,279.0,251.0,6.0,5.0,0.0
1.0,2.0,1.0,3.0,8.0,88.0,0.0
1.0,1.0,27.0,27.0,1.0,10.0,1.0
5.0,7.0,117.0,114.0,1.0,55.0,0.0
6.0,12.0,133.0,24.0,1.0,431.0,1.0
3.653639868476043,4.653639868476043,169.48363436087084,99.93453744348332,4.0,25.03908039457187,1.0
3.0,5.0,318.0,2.0,8.0,56.0,0.0
1.0,1.0,13.0,2.0,1.0,0.0,1.0
1.0,1.0,25.0,0.0,1.0,5.0,0.0
1.0,1.0,1.0,1.0,5.0,3.0,0.0
1.0,1.0,88.0,90.0,4.0,37.0,1.0
5.458927539663327,10.917855079326657,133.54107246033666,18.318739166464937,1.8116086905050088,446.1500288894269,1.0
1.0,1.0,4.0,1.0,2.0,35.0,0.0
2.0,4.0,87.0,3.0,5.0,201.0,0.0
9.666511197944454,53.09434970253974,228.76179371281748,194.14245736614288,3.85707622769048,381.4754797620318,1.0
7.0,10.0,53.0,78.0,1.0,197.0,1.0
2.702644951763161,11.32380456586845,301.0264495176316,257.81057980705265,4.0,48.08362212242091,1.0
2.0,3.0,21.0,7.0,1.0,0.0,0.0
1.0,1.0,9.0,1.0,4.0,7.0,0.0
3.833965686583805,8.501897059751414,423.8112009695668,336.6793137316761,6.837759806086632,70.14326959639924,1.0
1.0,1.0,3.8663865142513423,0.1336134857486579,4.0,135.59915954275402,1.0
1.3413078537925565,1.3413078537925565,8.02392356137767,0.3413078537925564,4.341307853792556,192.2934607310372,1.0
1.0,8.0,8.0,8.0,8.0,9.0,0.0
1.0,1.0,4.0,0.0,1.0,3.0,0.0
3.0,3.0,23.0,16.0,1.0,2.0,1.0
1.0,1.0,5.0,1.0,2.0,106.0,1.0
1.0,1.0,1.0,1.0,8.0,50.0,0.0
6.87879018457018,10.636370553710542,90.03032147656144,35.72725889257892,4.0,704.2727030620131,1.0
13.0,43.0,1927.0,1571.0,5.0,1111.0,1.0
3.303304888563251,5.729743997069263,24.42643910850601,8.270256002930736,2.606609777126503,339.18017066862046,1.0
3.0,6.0,77.0,34.0,1.0,0.0,0.0
5.0,7.0,407.0,2.0,5.0,33.0,0.0
2.0,2.0,9.0,9.0,2.0,23.0,0.0
1.712845995860955,1.712845995860955,18.138537987582865,15.85138398344382,1.0,0.0,1.0
1.0,1.0,2.0,2.0,8.0,3.0,0.0
3.214731188483985,10.28215049212812,66.63795692667617,54.92634405758008,4.85892475393594,172.7116128690961,1.0
1.895595870251919,2.7911917405038373,21.0,6.208808259496163,1.3132123892442444,73.52202064874041,1.0
1.0,1.0,1.0,1.0,5.0,31.0,1.0
1.0,1.0,1.0,1.0,1.0,4.0,0.0
8.0,17.0,163.0,185.0,2.0,424.0,0.0
4.3551316477538125,5.42052659101525,170.13078988652288,114.60763034043136,4.644868352246188,205.77565823876907,1.0
2.0,3.0,107.0,35.0,5.0,8.0,0.0
2.0,2.0,45.0,1.0,1.0,0.0,0.0
5.0,31.0,255.0,236.0,4.0,156.0,1.0
3.0,4.0,28.0,9.0,1.0,0.0,0.0
1.0,2.0,43.0,2.0,8.0,87.0,0.0
2.1879763965877785,3.969940991469447,74.9398819829389,113.06774036246556,2.7819645948816683,13.067740362465566,1.0
1.0,3.0,30.0,30.0,2.0,11.0,0.0
6.352943154591562,8.191178943239452,27.970585268112657,22.35294315459156,1.0,3.323528422704219,1.0
1.0,1.0,43.0,3.0,2.0,6.0,0.0
6.0,8.0,68.0,12.0,4.0,344.0,0.0
1.0,1.0,3.735486540177457,1.0,4.0,132.26451345982255,1.0
2.2232095165927728,4.232095165927729,75.21432386725782,52.116047582963866,4.776790483407227,171.6696285497783,1.0
1.0,1.0,3.0,1.0,1.0,1.0,0.0
1.0,1.0,1.0,1.0,1.0,8.0,0.0
4.277859505861459,5.1852396705743065,257.37195044665486,241.33725628135,4.907380164712847,448.224347152398,1.0
